country_num,wave_chron,wave_year,agp_score,p10yr_mean,p10yr_median,p10yr_lo95,p10yr_hi95,p10yr_lo80,p10yr_hi80,n_sim
124.0,7.0,2019.0,-0.9155930817987921,0.14689714342081026,0.1432532174218381,0.08559651394738103,0.23150794215067683,0.1014425014234669,0.19620599889837956,2500
196.0,7.0,2019.0,-1.0128166521200441,0.1381707792060246,0.13516301369685585,0.07790731109954306,0.2211182077673287,0.09297113183239794,0.18652045504459858,2500
392.0,7.0,2019.0,-1.051733727931696,0.13679904640357948,0.13255457512404883,0.07554222733439019,0.22101715593639532,0.09104919403450029,0.18859222615022855,2500
348.0,7.0,2019.0,-1.0641489087614473,0.13585710911270243,0.13200774309462565,0.07483694333414731,0.22374818237246502,0.09020864393746655,0.18498265717675194,2500
909.0,7.0,2019.0,-1.0791548866064284,0.13501156062700898,0.13018258572696773,0.0731887038323708,0.22163258929229032,0.09090098144492312,0.1875295713571228,2500
380.0,7.0,2019.0,-1.091962969288529,0.13294990924751515,0.12812639809058857,0.0709915703237522,0.22541872278254266,0.08861816030589435,0.18388614712951576,2500
826.0,7.0,2019.0,-1.1073734589419553,0.1323141015041824,0.12767831063395552,0.0707571274065858,0.22190316285010983,0.08797930019113874,0.18395837197834267,2500
528.0,7.0,2019.0,-1.116299846095836,0.13123432235835725,0.12682766920035193,0.0725183584471145,0.21645086850721995,0.08676121651275086,0.18104822631216155,2500
214.0,3.0,1997.0,-1.1657537322005724,0.1269442767739226,0.12233780767133212,0.06870821317787028,0.21069984598789232,0.08287266407816823,0.17631747876989254,2500
246.0,7.0,2019.0,-1.194509997012605,0.12556258959457128,0.1196887393531742,0.06637285887073872,0.2129355153282195,0.08197744389376697,0.17670586824373696,2500
233.0,7.0,2019.0,-1.190888441404278,0.12550808728824064,0.12142114742306592,0.06470655301428957,0.21091177988106938,0.0818915623596346,0.1746971262219278,2500
724.0,7.0,2019.0,-1.224667446911118,0.12403125898316407,0.1192030415845412,0.06447714545546432,0.20797253917771877,0.07976356022191647,0.17448054077355352,2500
834.0,4.0,2001.0,-1.3155333038978225,0.11650883926299811,0.11172160036506323,0.059065554936379966,0.20539008225684052,0.07352922257087821,0.16569807111349108,2500
780.0,6.0,2013.0,-1.3329510317135005,0.11561308595578275,0.11073184682720572,0.057165540936774846,0.20432274966880387,0.07357003992544241,0.16447899954464199,2500
8.0,7.0,2019.0,-1.4110710690805068,0.11346655265640081,0.1079892406143435,0.054440584273373886,0.20236420467312047,0.07001346762863313,0.16446397023781065,2500
756.0,7.0,2019.0,-1.4112712073291713,0.11286680307708086,0.10741431870241153,0.0528682810645972,0.2020836339954604,0.06907271717779723,0.1630146566784488,2500
20.0,7.0,2019.0,-1.4056135144535513,0.11192972388698852,0.10624440019241921,0.05492730353952449,0.19817498757929297,0.0688384720451886,0.16170156779750325,2500
752.0,7.0,2019.0,-1.598517074795328,0.09898300685981021,0.09368040534394173,0.04364119369633836,0.1875406008532671,0.058556933142310065,0.14693133606419906,2500
554.0,7.0,2019.0,-1.6300254074223268,0.0985685685702688,0.09266389521043067,0.04416246380692054,0.18315214898858373,0.057057193670062754,0.14832158547673086,2500
276.0,7.0,2019.0,-1.7250232994306565,0.09488484796130868,0.0891155250775495,0.040606530793113625,0.1873660969053028,0.053507292549908415,0.1448494521227265,2500
578.0,7.0,2019.0,-1.7564728313196105,0.091982172579479,0.08572550959510394,0.03882827591990748,0.17792468528453176,0.051363010078366335,0.13961694620753293,2500
288.0,6.0,2013.0,-1.816009804408936,0.09039790831300427,0.0840147681890771,0.037253692999537534,0.18343503546993836,0.048405495931720256,0.13980322713887822,2500
300.0,7.0,2019.0,-1.9293184191079027,0.08373128372299993,0.0774390578903737,0.03318152461058052,0.17614973188730623,0.044069952881086914,0.12998999879394538,2500
